11283.285213172436,11925.07868385315
11137.194266557693,15486.262635231018
10702.14404308796,17585.989099502563
9249.56584841013,18969.43262195587
6949.622709572315,19635.360573768616
4048.374690592289,19445.517908096313
1845.2892969846725,18433.220496177673
465.02801126241684,16445.34596347809
-228.5842518210411,14522.980092048645
-614.2898909449577,12207.294949531555
-621.2551794052124,7069.075066566467
-560.6009883284569,2170.397925376892
-460.54407465457916,-1922.091926574707
-395.8266345858574,-8526.031358718872
-389.3844396471977,-13443.001557350159
-539.007450401783,-19183.736883163452
-608.9329836964607,-28553.640900611877
84.70260936021805,-34300.525535583496
1313.0899643301964,-37084.18173408508
3373.728795468807,-38954.0222492218
5178.213231265545,-40135.23714351654
6691.862367808819,-40843.30508041382
8753.971098124981,-41096.42928981781
10922.650490999222,-40779.73770904541
11907.184498548508,-39369.90430641174
12310.163389325142,-36988.86143684387
12388.10235285759,-34494.8167552948
11615.644898533821,-29296.53430557251
11557.703197836876,-20587.31823348999
11480.576925098896,-13246.18978214264
11571.44556325674,-4881.555669784546
11501.36546421051,761.7745981216431
11416.977273225784,8293.929424285889
11283.285213172436,11925.07868385315
