5082.845133066177,15739.756650924683
6241.3474553227425,15746.817960739136
7218.579122841358,16311.64458656311
7557.626628577709,18101.35413455963
7468.307637512684,20147.254907608032
6795.595158398151,21581.955270767212
5695.720793604851,22115.85967350006
4341.104301393032,22270.818705558777
3076.5875703692436,22190.76616859436
1813.7615087032318,22095.54605102539
615.7701267004013,22044.60478591919
-388.1511733531952,21536.367490768433
-1595.8444656133652,20532.72620201111
-2061.2665974497795,18908.821222305298
-2278.7938284277916,16753.226340293884
-2237.9457697868347,14804.39165687561
-2189.77686971426,12836.931708335876
-2225.4319318532944,11131.242172241211
-2197.1203197836876,9382.84002494812
-2215.704004585743,8011.036207199097
-2188.0760900378227,6336.441068649292
-2183.706196963787,4861.184103012085
-2195.1327061653137,3177.46967792511
-2232.775717973709,1377.5973920822144
-2269.440948486328,-375.9153709411621
-2305.1589755415916,-2084.580835342407
-2336.0496957302094,-3463.8315925598145
-2334.473974406719,-5022.633221626282
-2357.7086919546127,-6683.214285850525
-2355.9101120233536,-8166.70360660553
-2412.7798444628716,-9627.464036941528
-2429.4926831126213,-10985.946311950684
-2401.6687721014023,-12655.03544807434
-2383.597674071789,-14235.338884353638
-2323.3793227672577,-16050.532762527466
-2348.259553551674,-17323.968715667725
-2375.204633653164,-18750.80064201355
-2326.6090008616447,-20468.61975288391
-2333.1300289034843,-22040.721438407898
-2387.3111117482185,-22850.42281150818
-2351.633951485157,-24056.00682258606
-2397.6931027173996,-25074.43505382538
-2430.9124123454094,-26473.528582572937
-2423.4350703954697,-28052.813912391663
-2436.9829863905907,-29805.772232055664
-2478.8374225497246,-31307.73360824585
-2507.5081671476364,-32440.768719673157
-2568.5940410494804,-33748.12425136566
-2599.0805859565735,-34811.81432342529
-2625.0585792660713,-36332.63297176361
-2499.156653523445,-37707.255365371704
-2094.63483440876,-38992.30753612518
-1264.9921486973763,-40008.53010940552
-84.07394725084305,-40653.40147686005
1157.1918050050735,-40897.315331459045
2544.154072880745,-40908.50144195557
4079.7326051592827,-40807.04358577728
5377.01027315855,-40525.28882598877
6206.259097933769,-40234.315220832825
7182.631578087807,-39654.402839660645
7654.829259157181,-38653.79025268555
7825.8075051903725,-37500.23265838623
7633.698812961578,-36193.15385723114
7373.696030259132,-35219.72009944916
6842.777951538563,-34169.39393234253
6133.471848785877,-33528.61531543732
5155.035979807377,-33188.6148557663
4193.529806733131,-33022.890102386475
3242.0949053764343,-32971.331815719604
2297.988134801388,-32980.29426956177
1385.0396976470947,-32752.74345588684
542.6470080018044,-32161.72999572754
66.05448120832443,-31185.295707702637
-206.3634878396988,-30427.997453689575
-300.6171059012413,-28691.130076408386
-285.19868290424347,-27354.199431419373
-314.624294757843,-26132.811758995056
-329.98962754011154,-25024.146544456482
-319.7937715649605,-23462.321493148804
-334.0393303632736,-22308.380667686462
-305.2929764389992,-21078.02215576172
-302.0715363025665,-19653.89028453827
-292.49027383327484,-18261.95629310608
-322.67824894189835,-16927.1199092865
-378.45786702632904,-15768.370112419128
-327.9855564236641,-14552.350321769714
-381.47284054756165,-13029.064135551453
-411.04502576589584,-11182.320198059082
-369.5660745501518,-9378.076499938965
-357.79472321271896,-7736.2289686203
-325.6014308333397,-5771.871638298035
-285.14206451177597,-3367.1735858917236
-345.73083436489105,-1541.2962579727173
-352.6008505821228,396.0975275039673
-358.43417233228683,2371.819363594055
-452.81555849313736,4080.2544107437134
-473.3577598333359,6245.105000495911
-494.2766154408455,8463.804058074951
-488.6009992361069,10521.353865623474
-375.9636499285698,13048.828280448914
-242.6824609041214,16093.205438613892
654.3792848587036,17186.017172813416
1779.4078914523125,17485.16953754425
2677.168003976345,16679.369514465332
3426.7588055729866,15954.177591323853
